id,name,rarity,cardtype,battleExp,price,hasbossimage,basehp,baseatk,basedef,basewis,baseagi,maxhp,maxatk,maxdef,maxwis,maxagi,maxlevel,growtype,skillid1,skillid2,evolution,maxevloution,cantrade,materialexp,peHP,peATK,peDEF,peWIS,peAGI,display
868,"Zanga, Dragonian Knight",3,1,139,6560,0,1800,1910,1700,1670,2290,4100,4340,3870,3790,5190,70,3,161,0,1,4,0,90,4600,4840,4370,4290,5690,0
869,"Zanga, the Iron Storm",4,1,207,13610,0,2620,2770,2470,2430,3320,6550,6940,6190,6070,8310,99,3,161,0,3,4,0,1000,8098,8543,7685,7547,10109,0
872,Reaper of the Mirror,3,1,144,8890,0,3410,2540,2200,2490,2060,7670,5720,4950,5600,4630,70,1,207,0,1,4,0,90,8170,6220,5450,6100,5130,0
873,Specter of the Mirror,4,1,214,19050,0,5120,3810,3300,3730,3090,11940,8890,7710,8710,7200,99,1,207,0,3,4,0,1000,14309,10810,9454,10603,8870,0
876,Pontifex Antiquus,5,1,217,21810,0,3930,4440,3630,4980,4830,10800,12200,9970,13710,13270,99,1,229,167,1,2,1,1500,11300,12700,10470,14210,13770,0
879,"Gazer, the Evil Eye",3,1,140,7120,0,1860,2090,1820,2270,2130,4190,4700,4090,5110,4790,70,1,198,0,1,4,0,90,4690,5200,4590,5610,5290,0
880,"Gazer, the Tyrant's Eye",4,1,209,15260,0,2790,3130,2730,3410,3200,6510,7310,6370,7960,7460,99,1,198,0,3,4,0,1000,8079,8996,7916,9740,9167,0
881,Hathor the Doting,3,1,140,7100,0,1730,2100,1660,2390,2260,3900,4720,3740,5390,5080,70,1,189,0,1,4,0,90,4400,5220,4240,5890,5580,0
882,"Hathor, Harvest Goddess",4,1,209,15230,0,2600,3150,2500,3590,3390,6070,7350,5830,8380,7900,99,1,189,0,3,4,0,1000,7572,9040,7295,10225,9674,0
889,"Olitiau, the Great Bat",4,1,217,21500,0,4460,5020,3670,3520,4830,10410,11700,8560,8220,11270,99,1,221,0,1,2,1,1000,10910,12200,9060,8720,11770,0
894,"Hercinia, Vesper Guide",3,1,144,8930,0,2620,2490,2320,2350,2970,5890,5600,5230,5290,6680,70,1,225,0,1,4,1,90,6390,6100,5730,5790,7180,0
895,Hercinia the Blest,4,1,214,19130,0,3930,3740,3480,3520,4460,9160,8720,8130,8220,10400,99,1,225,0,3,4,1,1000,11120,10613,9938,10042,12542,0
936,Alluring Merrow,5,1,218,22960,0,4550,3960,3680,4750,4690,12510,10890,10130,13070,12900,99,1,217,0,1,2,1,1500,13010,11390,10630,13570,13400,0
937,Merman Sea Guardian,3,1,143,8350,0,2340,2680,2300,2250,2360,5270,6030,5180,5070,5320,70,1,159,0,1,4,1,90,5770,6530,5680,5570,5820,0
938,Merman Wave Rider,4,1,213,17930,0,3520,4020,3460,3380,3550,8210,9370,8060,7880,8270,99,1,159,0,3,4,1,1000,10027,11362,9857,9651,10098,0
967,"Deborah, Knight Immaculate",4,1,217,21530,0,4280,4490,4250,4100,4410,10000,10470,9920,9570,10290,99,1,222,0,1,2,1,1000,10500,10970,10420,10070,10790,0
968,"Faunus, Forest Sentinel",3,1,139,6770,0,2660,1470,2920,1320,1300,5990,3300,6560,2960,2920,70,1,20,0,1,4,0,90,6490,3800,7060,3460,3420,0
969,"Faunus, Forest Guardian",4,1,209,14880,0,4000,2200,4370,2370,1940,9320,5140,10210,5520,4540,99,1,20,0,3,4,0,1000,11303,6504,12324,6806,5816,0
995,"Ymir, Primordial Giant",6,1,143,8620,0,5310,5780,3830,4820,3700,17000,18500,12240,15420,11830,99,1,227,0,1,2,0,90,17500,19000,12740,15920,12330,0
997,"Cap'n Jolly, Sea Scourge",5,1,215,20370,0,3820,4490,3780,5150,4160,10500,12340,10400,14160,11440,99,1,226,0,1,2,1,1500,11000,12840,10900,14660,11940,0
10001,铠甲守卫 II,2,1,95,3130,0,1260,1000,1380,1430,1180,3140,2480,3440,3560,2950,40,2,50,0,2,2,0,45,3952,3237,4277,4407,3746,1
10002,邪恶火法师 II,2,1,95,3120,0,1240,1340,1310,1160,1190,3100,3360,3260,2920,2990,40,2,40,0,2,2,0,45,3908,4190,4082,3713,3789,0
10003,木乃伊枪兵 II,1,1,34,530,0,490,490,420,590,640,1980,1940,1680,2360,2530,30,2,53,0,2,4,0,9,2695,2652,2370,3107,3291,1
10004,空虚公子 II,1,1,35,630,0,620,650,590,600,680,2480,2580,2330,2380,2740,30,2,51,0,2,4,0,9,3237,3345,3074,3128,3518,1
10005,傀儡护卫 II,2,1,96,3480,0,1340,1490,1430,1330,1370,3350,3720,3560,3320,3410,40,2,52,0,2,4,0,45,4179,4580,4407,4147,4244,1
10006,巨斧山贼 II,2,1,94,2820,0,1100,1150,1210,1100,1070,2770,2870,3020,2760,2680,40,2,45,0,4,4,0,45,4173,4336,4484,4184,4095,1
10007,斑斓毒虫 II,1,1,34,530,0,530,430,600,590,500,2110,1700,2380,2350,1990,30,2,54,0,2,2,0,9,2836,2392,3128,3096,2706,1
10008,神医 托纳婆多利 II,3,1,146,10650,0,2952,3096,3348,2880,2940,6720,7032,7596,6540,6684,70,3,26,0,2,2,1,90,7830,8168,8779,7635,7791,1
10009,狐狸骑士 II,1,1,34,560,0,580,550,500,470,710,2320,2220,2000,1870,2860,30,2,52,0,2,4,0,9,3063,2955,2717,2576,3648,1
10010,灵象使者 II,1,1,35,570,0,520,670,420,670,550,2060,2660,1670,2660,2180,30,2,55,0,2,2,0,9,2782,3432,2359,3432,2912,1
10011,莲花童子 哪咤 II,4,1,216,20860,0,3820,4760,3230,4910,4140,7620,9520,6460,9800,8280,99,1,18,0,4,4,1,1000,10171,12436,8653,12773,10923,1
10012,沙漠力士 II,1,1,34,530,0,500,540,540,500,560,2000,2150,2140,2000,2240,30,2,64,0,2,4,0,9,2717,2879,2868,2717,2977,1
10013,正义女神 雅典娜 II,4,1,216,20510,0,3740,3860,4070,4740,4100,7490,7720,8140,9480,8220,99,1,60,0,4,4,1,1000,9844,10316,10751,12357,10861,1
10014,邪恶人鱼 II,1,1,34,530,0,492,432,600,636,504,1980,1704,2412,2568,2004,30,2,55,0,2,4,0,9,2695,2396,3163,3332,2721,1
10015,格里姆 II,3,1,145,9620,0,2556,2148,3252,3120,2664,5808,4872,7404,7104,6060,70,3,63,0,2,4,1,90,6842,5828,8571,8246,7115,1
10016,蛤蟆守卫 II,1,1,34,540,0,490,580,580,530,500,1970,2320,2300,2140,2020,30,2,53,0,2,2,0,9,2684,3063,3042,2868,2738,1
10017,毒液哥布林 II,1,1,34,560,0,560,520,420,660,650,2260,2080,1670,2640,2570,30,2,54,0,2,4,0,9,2998,2803,2359,3410,3334,1
10018,独眼小僧 II,1,1,34,560,0,530,560,430,650,640,2100,2260,1730,2580,2570,30,2,51,0,2,4,0,9,2825,2998,2424,3345,3334,0
10019,山野巨人 II,2,1,97,3710,0,1580,1860,1430,1260,1280,3970,4640,3560,3160,3200,40,2,45,0,4,4,0,45,5502,6371,5046,4529,4586,1
10020,金轮战将 II,2,1,95,3120,0,1330,1160,1120,1080,1550,3340,2900,2770,2710,3880,40,2,58,0,2,4,0,45,4168,3692,3551,3486,4753,1
10021,蹩脚斗士 II,1,1,34,540,0,520,480,420,620,640,2080,1940,1690,2480,2560,30,2,52,0,2,2,0,9,2803,2652,2381,3237,3323,0
10022,鬼魅 夜叉 II,4,5,209,14900,0,2820,3156,3192,2952,2784,5532,6204,6276,5808,5472,99,2,5,33,2,2,1,1000,6543,7271,7349,6842,6478,0
10023,火焰兽 乌科巴克 II,3,5,141,7440,0,2030,2240,2290,2020,2050,4570,5040,5170,4550,4610,70,1,23,0,2,2,1,90,5501,6010,6151,5479,5544,1
10024,飞刀刺客 II,2,1,94,2790,0,1030,1310,850,1330,1060,2580,3250,2150,3340,2640,40,2,52,0,2,2,0,45,3345,4071,2879,4168,3410,0
10025,魔龙幼仔 II,1,1,35,610,0,580,470,710,700,580,2320,1870,2810,2760,2320,30,2,64,0,2,2,0,9,3063,2576,3594,3540,3063,1
10026,狡诈刀客 II,2,1,94,2800,0,1090,1310,840,1260,1100,2740,3280,2090,3140,2750,40,2,51,0,2,2,0,45,3518,4103,2814,3952,3529,1
10027,傀儡炮兵 II,1,1,35,620,0,590,470,730,730,600,2350,1880,2930,2950,2380,30,2,53,0,2,2,0,9,3096,2587,3724,3746,3128,1
10028,凶残狼王 II,1,1,34,530,0,490,580,520,490,550,1960,2320,2040,1960,2210,30,2,51,0,2,4,0,9,2673,3063,2760,2673,2944,1
10029,少林武僧 II,2,1,93,2680,0,1030,1280,790,1250,1010,2580,3190,1980,3120,2520,40,2,51,0,2,2,0,45,3345,4006,2695,3930,3280,1
10030,伊西斯 II,3,1,139,6680,0,1872,2052,1908,1776,1932,4164,4548,4236,3960,4308,70,2,27,0,2,4,1,90,5061,5477,5139,4840,5217,1
10031,匕首刺客 II,1,1,35,630,0,590,670,600,610,680,2340,2660,2380,2440,2720,30,2,52,0,2,2,0,9,3085,3432,3128,3193,3497,1
10032,矮人枪兵 II,2,1,95,3100,0,1160,980,1420,1430,1200,2920,2470,3550,3580,3000,40,2,57,0,2,2,0,45,3713,3226,4396,4428,3800,1
10033,静坐罗汉 诺距罗 II,3,5,140,6800,0,1848,2076,1872,1896,2028,4104,4620,4152,4224,4512,70,2,37,0,2,2,1,90,4996,5555,5048,5126,5438,1
10034,半兽人 霍格 II,3,5,142,7940,0,2080,2410,2410,2230,2210,4670,5420,5440,5000,4970,70,1,46,0,2,2,1,90,5609,6422,6443,5967,5934,1
10035,长枪女将 II,1,1,34,560,0,530,520,430,640,670,2120,2060,1750,2520,2690,30,2,51,0,2,2,0,9,2847,2782,2446,3280,3464,1
10036,咆哮战士 II,1,1,35,630,0,610,480,730,740,610,2450,1920,2930,2980,2450,30,2,50,0,2,2,0,9,3204,2630,3724,3778,3204,1
10037,双刀武者 II,1,1,34,560,0,590,710,520,470,500,2330,2820,2060,1860,2040,30,2,58,0,2,4,0,9,3074,3605,2782,2565,2760,1
10038,森林游侠 II,1,1,35,690,0,740,660,620,580,850,2950,2640,2470,2300,3430,30,2,57,0,2,2,0,9,3746,3410,3226,3042,4266,1
10039,荷鲁斯之眼 II,2,1,94,2810,0,1068,876,1344,1272,1068,2676,2196,3348,3180,2676,40,2,38,0,2,2,0,45,3449,2929,4177,3995,3449,0
10040,猫族长老 II,2,1,95,3170,0,1250,1430,960,1490,1200,3120,3580,2400,3720,3000,40,2,8,0,2,2,0,45,3930,4428,3150,4580,3800,1
10041,铁甲 II,2,1,96,3470,0,1320,1010,1640,1600,1360,3310,2510,4090,4000,3370,40,2,44,0,2,4,0,45,4136,3269,4981,4883,4201,1
10042,狂暴魔人 II,2,1,94,2760,0,1140,1340,1070,1010,960,2860,3370,2660,2530,2390,40,2,46,0,2,2,0,45,3648,4201,3432,3291,3139,1
10043,张角 II,3,1,144,9160,0,2400,2556,2520,3072,2532,5400,5736,5676,6924,5688,70,1,28,0,2,4,1,90,6400,6764,6699,8051,6712,1
10044,夕阳武士 II,1,1,34,560,0,552,600,540,516,576,2232,2424,2184,2076,2292,30,2,50,0,2,4,0,9,2968,3176,2916,2799,3033,1
10045,机关箭兵 II,1,1,34,530,0,530,560,550,500,520,2100,2270,2200,1990,2090,30,2,57,0,2,4,0,9,2825,3009,2933,2706,2814,1
10046,海姆达尔 II,3,1,146,10530,0,2940,2328,3384,3552,2844,6672,5304,7704,8076,6456,70,3,2,0,2,4,1,90,7778,6296,8896,9299,7544,1
10047,阿尔克墨涅 II,3,1,144,8880,0,2412,3024,1920,2940,2388,5436,6804,4320,6612,5388,70,1,8,0,2,2,1,90,6439,7921,5230,7713,6387,1
10048,公牛神 阿匹斯 II,3,5,140,6780,0,1850,1850,1520,2200,2270,4100,4100,3380,4900,5050,70,2,45,0,2,2,1,90,4992,4992,4212,5858,6021,1
10049,铁甲护卫 II,2,1,94,2840,0,1060,1240,1220,1070,1090,2630,3100,3060,2650,2720,40,2,43,0,2,2,0,45,3399,3908,3865,3421,3497,1
10050,暗夜忍者 II,2,1,94,2840,0,1060,1240,1220,1070,1090,2630,3100,3060,2650,2720,40,2,47,0,2,2,0,45,3401,3903,3857,3429,3490,1
10051,高傲神兽 独角兽 II,3,1,144,9400,0,2800,2530,2320,2460,3320,6360,5760,5270,5600,7550,70,3,5,0,2,2,1,90,7440,6790,6259,6617,8729,1
10052,柳生十兵卫 II,3,1,142,7950,0,2232,2328,2328,2232,2244,5028,5232,5244,5028,5040,70,1,46,0,2,4,1,90,5997,6218,6231,5997,6010,1
10053,狂躁野马 II,2,1,95,3090,0,1330,1140,1070,1030,1610,3340,2860,2660,2570,4020,40,2,23,0,2,2,0,45,4168,3648,3432,3334,4905,1
10054,亡灵之书 II,2,1,93,2580,0,1000,1070,1030,980,1080,2500,2680,2590,2470,2710,40,2,30,0,2,4,0,45,3258,3453,3356,3226,3486,0
10055,暴怒麋鹿 II,1,1,34,550,0,530,580,590,530,520,2110,2300,2330,2110,2060,30,2,44,0,2,4,0,9,2836,3042,3074,2836,2782,1
10056,凶狠相扑 II,2,1,94,2830,0,1070,1130,830,1340,1280,2680,2820,2080,3360,3220,40,2,45,0,2,4,0,45,3453,3605,2803,4190,4038,1
10057,蝎子女神 塞勒凯特 II,4,1,217,22020,0,4640,4330,3830,3780,5440,10160,9470,8380,8280,11880,99,3,13,0,2,2,1,1000,11557,10809,9628,9520,13420,0
10058,羽扇术士 II,3,1,143,8760,0,2410,2870,1920,2870,2440,5420,6460,4320,6460,5470,70,1,6,0,4,4,1,90,7170,8147,6102,8412,7199,1
10059,羽扇方士 II,2,1,95,3070,0,1200,910,1440,1430,1150,3000,2290,3590,3550,2880,40,2,7,0,2,4,0,45,3800,3031,4439,4396,3670,1
10060,护法罗汉 II,2,1,94,2830,0,1080,1200,1090,1130,1150,2700,3000,2740,2810,2880,40,2,64,0,2,4,0,45,3475,3800,3518,3594,3670,1
10061,护法尊者 II,3,1,143,8610,0,2380,2620,2290,2420,2590,5340,5890,5160,5440,5830,70,1,8,0,4,4,1,90,7020,7679,6833,7151,7589,1
10062,巨毒蛤蟆 II,1,1,35,630,0,650,780,610,560,540,2580,3110,2460,2240,2160,30,2,54,0,2,2,0,9,3345,3919,3215,2977,2890,1
10064,爆裂刺鱼 II,1,1,34,530,0,520,480,420,650,590,2050,1940,1700,2570,2380,30,2,59,0,2,2,0,9,2771,2652,2392,3334,3128,1
10066,硬甲毒虫 II,1,1,34,560,0,540,636,432,660,528,2172,2544,1752,2628,2112,30,2,51,0,2,2,0,9,2903,3306,2448,3397,2838,1
10067,魅惑人鱼 II,2,1,93,2670,0,1070,1210,800,1240,1020,2660,3040,2020,3110,2560,40,2,41,0,4,4,0,45,3965,4318,3362,4576,3861,1
10068,假面武士 II,2,1,94,2820,0,1080,1210,1160,1090,1100,2690,3040,2920,2740,2760,40,2,45,0,4,4,0,45,4050,4470,4289,4071,4139,1
10069,巨毒之王 雞蛇 II,3,1,146,10140,0,2628,2796,2832,3276,2952,5964,6372,6420,7440,6708,70,3,8,0,2,2,1,90,7011,7453,7505,8610,7817,1
10071,伊登 II,3,1,141,7320,0,1920,2088,2088,2328,2028,4272,4644,4632,5172,4500,70,2,20,0,2,4,1,90,5178,5581,5568,6153,5425,1
10072,夜之女神 诺特 II,4,1,210,16120,0,2832,3816,3096,3072,3300,5556,7488,6084,6024,6480,99,2,14,0,4,4,1,1000,7651,10070,8340,8290,8743,1
10073,小飞侠 彼得潘 II,3,1,146,10230,0,2508,3288,3012,3000,2808,5712,7464,6828,6816,6372,70,3,31,0,2,2,1,90,6738,8636,7947,7934,7453,1
10074,天鹏 栖枝 II,3,1,146,10450,0,2652,3468,2880,2928,3000,6024,7884,6540,6648,6828,70,3,3,0,2,2,1,90,7076,9091,7635,7752,7947,1
10075,愛神 阿芙洛狄 II,4,1,209,15050,0,2940,2280,3336,3576,2916,5772,4488,6552,7020,5736,99,2,16,0,4,4,1,1000,7890,6272,8910,9439,7843,1
10076,干闼婆 II,3,1,144,8850,0,2448,1884,2916,2892,2508,5508,4248,6564,6504,5628,70,1,4,0,2,4,1,90,6517,5152,7661,7596,6647,1
10077,人鱼公主 艾莉尔 II,2,1,94,2830,0,1116,828,1296,1356,1068,2796,2064,3252,3372,2664,40,2,38,0,2,2,0,45,3579,2786,4073,4203,3436,0
10078,意志吞噬者 阿尔克墨涅 II,4,1,208,14480,0,2820,3264,2220,3396,2784,5544,6396,4368,6660,5472,99,2,13,0,4,4,1,1000,7818,9029,6308,9275,7729,1
10079,巨毒蟒王 II,3,1,143,8710,0,2484,2796,1920,2856,2388,5592,6288,4332,6420,5388,70,1,28,0,4,4,1,90,7409,8317,5938,8432,7216,1
10080,巨毒蟒蛇 II,2,1,96,3460,0,1310,1600,1100,1540,1360,3250,3980,2750,3850,3380,40,2,9,0,2,4,0,45,4071,4862,3529,4721,4212,1
10081,红帽子 II,2,1,95,3160,0,1250,1390,1000,1430,1250,3120,3490,2480,3580,3110,40,2,43,0,2,2,0,45,3930,4331,3237,4428,3919,0
10082,淘气鬼 弗恩 II,3,1,143,8590,0,2292,2544,2592,2436,2412,5148,5724,5844,5496,5424,70,1,5,0,4,4,1,90,6949,7651,7747,7320,7260,1
10083,山贼头领 II,1,1,35,630,0,600,660,650,620,620,2400,2660,2590,2510,2500,30,2,50,0,2,4,0,9,3150,3432,3356,3269,3258,1
10084,邪恶冰法师 II,2,1,94,2840,0,1116,1212,1200,1044,1116,2784,3024,3000,2616,2796,40,2,41,0,2,2,0,45,3566,3826,3800,3384,3579,0
10085,邪恶雷法师 II,2,1,95,3160,0,1152,1296,1368,1248,1248,2880,3228,3420,3120,3132,40,2,42,0,2,2,0,45,3670,4047,4255,3930,3943,0
10086,机关箭兵长 II,2,1,94,2840,0,1116,1164,1140,1128,1128,2796,2928,2832,2820,2820,40,2,49,0,4,4,0,45,4137,4316,4197,4140,4161,1
10087,奇行種巨人 II,3,1,142,7850,0,2260,2460,2290,2100,2110,5000,5460,5090,4660,4690,70,2,14,0,2,2,1,90,5967,6465,6064,5598,5631,1
10088,戰神 阿瑞斯 II,4,1,218,22680,0,4356,4848,4836,4320,4320,9528,10596,10584,9444,9444,99,3,17,0,4,4,1,1000,12324,13551,13525,12212,12187,1
10089,象头群主 犍尼萨 II,4,1,216,20780,0,4068,4512,4296,3972,3936,8148,9024,8592,7944,7860,99,1,19,0,4,4,1,1000,10724,11825,11350,10541,10418,0
10090,暴走麋鹿 II,2,1,96,3470,0,1340,1510,1380,1370,1340,3350,3780,3460,3410,3370,40,2,46,0,4,4,0,45,4740,5246,4905,4805,4751,1
10091,蛤蟆先锋 II,1,1,34,540,0,530,590,550,520,500,2110,2350,2210,2050,1990,30,2,54,0,2,2,0,9,2836,3096,2944,2771,2706,1
10092,空虚道长 II,2,1,95,3060,0,1188,1272,1176,1224,1260,2976,3168,2952,3060,3132,40,2,52,0,4,4,0,45,4413,4641,4355,4482,4636,1
10093,蒙面刺客 II,1,1,34,520,0,500,540,500,520,550,1990,2150,2030,2040,2200,30,2,55,0,2,2,0,9,2706,2879,2749,2760,2933,1
10094,骨盔狼王 II,2,1,94,2790,0,1070,1220,1090,1060,1140,2680,3060,2720,2630,2860,40,2,46,0,4,4,0,45,3981,4469,4043,3927,4229,1
10095,沙漠力王 II,2,1,93,2680,0,1008,1152,1068,1044,1080,2532,2892,2664,2604,2688,40,2,40,0,4,4,0,45,3831,4252,4002,3909,4050,1
10096,死灵书 II,3,1,147,11070,0,3084,3300,3024,3048,3360,7020,7512,6876,6936,7644,70,3,44,0,4,4,1,90,8797,9368,8661,8700,9518,0
10097,风魔头领 风魔小太郎 II,3,1,146,10530,0,2820,3312,2940,2880,3096,6396,7536,6672,6552,7032,70,3,33,0,2,2,1,90,7479,8714,7778,7648,8168,1
10098,式神 天一 II,3,1,140,7060,0,1872,2184,1992,1908,2124,4152,4860,4428,4248,4728,70,2,62,0,2,2,1,90,5048,5815,5347,5152,5672,1
10099,食人箱 米米西 II,4,1,216,20680,0,4008,4320,4092,3876,4380,8004,8628,8172,7752,8772,99,1,67,0,2,2,1,1000,9221,9897,9403,8948,10053,0
10100,逐日巨狼 斯库尔 II,4,1,212,17480,0,3400,3670,3380,3230,3800,6670,7220,6660,6350,7480,99,2,10,0,2,2,1,1000,7776,8372,7765,7429,8653,0
10101,独眼巨人 II,1,1,35,620,0,640,800,620,520,540,2540,3220,2480,2090,2150,30,2,50,0,2,4,0,9,3302,4038,3237,2814,2879,1
10102,狂暴魔神 II,3,1,139,6560,0,2020,2270,1840,1600,1640,4480,5040,4090,3550,3660,70,2,35,0,2,2,1,90,5403,6010,4981,4396,4515,1
10103,彪悍女贼 II,1,1,35,640,0,680,820,600,530,550,2740,3240,2410,2110,2230,30,2,55,0,2,2,0,9,3518,4060,3161,2836,2966,1
10104,彪悍女狂 II,1,1,35,620,0,650,800,600,520,540,2580,3240,2410,2050,2150,30,2,52,0,2,2,0,9,3345,4060,3161,2771,2879,1
10105,双刀武士 II,2,1,94,2800,0,1160,1400,1070,970,1000,2920,3500,2660,2440,2510,40,2,48,0,4,4,0,45,4320,5052,3982,3701,3815,1
10106,地狱男爵 II,3,1,140,7080,0,2180,2400,1980,1800,1750,4850,5340,4400,3980,3890,70,2,34,0,2,4,1,90,5804,6335,5317,4862,4764,1
10107,天宫守护者 巨灵神 II,4,1,214,18620,0,3804,4728,3768,3156,3168,7608,9456,7536,6324,6336,99,1,61,0,2,2,1,1000,8792,10794,8714,7401,7414,1
10108,狐狸爵士 II,2,1,95,3150,0,1380,1150,1130,1080,1550,3440,2880,2820,2710,3860,40,2,44,0,4,4,0,45,4881,4254,4143,3996,5450,1
10109,狂暴野马 II,2,1,93,2650,0,1070,1010,960,920,1330,2660,2520,2390,2320,3320,40,2,25,0,2,2,0,45,3432,3280,3139,3063,4147,1
10110,金轮法王 II,3,1,140,6870,0,2050,1910,1720,1680,2460,4560,4240,3820,3730,5450,70,2,37,0,4,4,1,90,6309,5870,5388,5278,7387,1
10111,不死鸟 菲尼克斯 II,4,1,215,20020,0,4140,3940,3430,3580,4930,9060,8600,7510,7820,10790,99,3,11,0,2,2,1,1000,10365,9867,8686,9022,12239,0
10112,海妖 斯库拉 II,4,1,215,19930,0,4150,3910,3340,3470,5060,9080,8560,7300,7600,11060,99,3,12,0,2,2,1,1000,10387,9823,8458,8783,12532,0
10113,灵魂炮兵 II,2,1,96,3430,0,1270,1070,1600,1640,1270,3180,2680,3980,4090,3170,40,2,63,0,2,2,0,45,3995,3453,4862,4981,3984,1
10114,阿特拉斯 II,3,1,143,8570,0,2320,1820,2750,2990,2360,5200,4120,6190,6720,5320,70,1,62,0,2,4,1,90,6183,5013,7256,7830,6313,1
10115,钢拳 II,3,1,140,6890,0,1880,1540,2230,2230,1960,4180,3430,4970,4970,4330,70,2,36,0,4,4,1,90,5892,4910,6912,6892,6067,1
10116,独眼妖怪 II,2,1,93,2590,0,1030,970,800,1220,1160,2570,2440,2000,3060,2930,40,2,39,0,4,4,0,45,3892,3785,3197,4524,4381,0
10117,木乃伊队长 II,2,1,95,3090,0,1180,1220,1000,1390,1380,2950,3060,2480,3480,3460,40,2,45,0,4,4,0,45,4279,4390,3707,4933,4947,1
10118,残暴相扑 II,3,1,144,8870,0,2290,2470,2020,2900,2990,5150,5560,4520,6530,6720,70,1,34,0,4,4,1,90,6809,7283,6001,8448,8624,1
10129,果冻史莱姆 II,2,3,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,40,0,1,1,0,300,1,1,1,1,1,1
10133,天使史莱姆 II,4,3,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,40,0,1,1,0,1000,1,1,1,1,1,1
10134,皇陵守卫 II,1,1,34,550,0,540,430,610,640,550,2170,1750,2470,2530,2210,30,2,55,0,1,1,0,9,2670,2250,2970,3030,2710,0
10135,铁爪狮人 II,1,1,35,620,0,590,490,710,710,600,2360,1940,2810,2840,2390,30,2,50,0,2,2,0,9,3107,2652,3594,3627,3139,1
10136,六目傀儡 II,1,1,35,620,0,580,480,710,720,620,2320,1930,2830,2880,2480,30,2,64,0,2,4,0,9,3063,2641,3616,3670,3237,1
10137,弹弹狸猫 II,2,1,96,3570,0,1320,1120,1680,1640,1370,3290,2770,4190,4120,3420,40,2,2,0,4,4,0,45,4885,4198,5981,5888,5024,1
10139,投石鸟王 II,1,1,35,680,0,650,550,780,790,640,2620,2200,3130,3160,2560,30,2,47,0,2,4,0,9,3388,2933,3941,3973,3323,1
10141,白骨妖妇 II,2,1,97,3630,0,1430,1100,1660,1680,1390,3560,2760,4130,4200,3470,40,2,41,0,2,4,0,45,4407,3540,5024,5100,4309,1
10143,毒液哥布林 II,2,1,95,3150,0,1190,950,1490,1430,1240,2960,2360,3720,3560,3080,40,2,67,0,4,4,0,45,4349,3661,5047,5079,4544,1
10144,蛮力野猪 II,2,1,95,3210,0,1250,1010,1480,1440,1240,3110,2520,3680,3600,3100,40,2,45,0,2,4,0,45,3919,3280,4537,4450,3908,1
10145,五色孔雀 II,2,1,93,2650,0,1030,820,1210,1210,1020,2570,2040,3040,3050,2560,40,2,45,0,4,4,0,45,3938,3283,4555,4577,3962,1
10146,羊人萨满 II,2,1,96,3450,0,1320,1060,1620,1620,1280,3300,2630,4040,4040,3230,40,2,45,0,2,2,0,45,4125,3399,4927,4927,4049,1
10147,白骨妖精 II,3,1,147,11040,0,3000,2480,3700,3610,2980,6830,5660,8400,8210,6770,70,3,40,0,4,4,1,90,8815,7379,10636,10445,8731,1
10148,葫芦精灵 II,2,1,95,3140,0,1210,960,1460,1440,1210,3040,2400,3660,3610,3020,40,2,46,0,2,4,0,45,3843,3150,4515,4461,3822,1
10149,黑暗女巫 II,2,1,94,2820,0,1080,880,1360,1280,1030,2700,2180,3400,3200,2570,40,2,45,0,2,2,0,45,3475,2912,4233,4017,3334,1
10152,巨毒蜈蚣 II,2,1,96,3580,0,1370,1320,1120,1660,1680,3420,3310,2780,4140,4210,40,2,25,0,2,2,0,45,4255,4136,3562,5035,5111,1
10155,投石雕王 II,2,1,97,3650,0,1380,1140,1680,1660,1430,3460,2830,4200,4130,3560,40,2,31,0,4,4,0,45,4965,4195,5876,5805,5062,1
10156,葫芦魔王 II,4,1,210,15810,0,2980,2460,3590,3780,3000,5950,4930,7190,7570,6000,99,1,46,0,4,4,1,1000,7752,6513,9226,9628,7803,1
10162,魔族圣甲虫 II,2,1,95,3130,0,1240,1190,960,1450,1420,3080,2960,2400,3640,3540,40,2,25,0,2,2,0,45,3887,3757,3150,4493,4385,0
10163,蛮力巨蜥 II,2,1,95,3060,0,1190,1270,1270,1190,1200,2980,3180,3170,2960,3010,40,2,44,0,2,2,0,45,3778,3995,3984,3757,3811,0
10164,熊猫酒仙 II,2,1,95,3050,0,1190,1180,960,1390,1370,2960,2950,2400,3490,3430,40,2,53,0,2,2,0,45,3757,3746,3150,4331,4266,0
10165,银针蜂后 II,2,1,93,2660,0,1060,1040,790,1200,1220,2650,2620,1990,3000,3050,40,2,9,0,2,2,0,45,3421,3388,2706,3800,3854,0
10166,恐怖屠夫 II,2,1,94,2810,0,1120,1070,860,1320,1250,2810,2680,2160,3300,3130,40,2,53,0,2,2,0,45,3594,3453,2890,4125,3941,0
10167,腐烂尸王 II,2,1,93,2640,0,1040,1060,790,1140,1240,2600,2630,1990,2860,3110,40,2,29,0,2,2,0,45,3367,3399,2706,3648,3919,0
10168,蒙面盜賊 II,2,1,94,2790,0,1100,1080,850,1240,1310,2770,2700,2120,3100,3290,40,2,52,0,2,2,0,45,3551,3475,2847,3908,4114,1
